path,column_position,column,observed_type,missing_values,nonmissing_values,first_nonmissing_example,definition,units
source_data/coculture_fluorescence/FACS_context_interactions.csv,5,effect_in_neutrophils,numeric,0,10,-49.327751028395234,Source-defined field: effect_in_neutrophils. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_context_interactions.csv,6,effect_in_coculture,numeric,0,10,-495.50294541262696,Source-defined field: effect_in_coculture. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_context_interactions.csv,7,interaction,numeric,0,10,-446.1751943842317,Source-defined field: interaction. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_context_interactions.csv,8,se,numeric,0,10,109.25379724788141,Source-defined field: se. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_context_interactions.csv,9,df,numeric,0,10,16.431620440683098,Source-defined field: df. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_context_interactions.csv,10,ci95_low,numeric,0,10,-677.2894340152977,Source-defined field: ci95_low. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_context_interactions.csv,11,ci95_high,numeric,0,10,-215.06095475316573,Source-defined field: ci95_high. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_context_interactions.csv,12,p,numeric,0,10,0.0008234545653569381,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/coculture_fluorescence/FACS_context_interactions.csv,13,reference_sd,numeric,0,10,134.49476468935242,Source-defined field: reference_sd. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_context_interactions.csv,14,standardized_interaction,numeric,0,10,-3.3174168185265738,Source-defined field: standardized_interaction. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_context_interactions.csv,15,standardized_ci_low,numeric,0,10,-5.035805189738489,Source-defined field: standardized_ci_low. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_context_interactions.csv,16,standardized_ci_high,numeric,0,10,-1.5990284473146597,Source-defined field: standardized_ci_high. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_context_interactions.csv,17,p_holm_5,numeric,0,10,0.0032938182614277523,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/coculture_fluorescence/FACS_sample_expression.csv,1,marker,text,0,235,OSM,Protein marker or assay channel as recorded,category
source_data/coculture_fluorescence/FACS_sample_expression.csv,2,label,text,47,188,OSM,Source-defined field: label. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_sample_expression.csv,3,channel,text,0,235,R670-A,Source-defined field: channel. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_sample_expression.csv,4,sample,text,0,235,P1-1,Source-defined field: sample. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_sample_expression.csv,5,group,text,0,235,N,Recorded analysis group,category
source_data/coculture_fluorescence/FACS_sample_expression.csv,6,neutrophil_events,numeric,0,235,493,Source-defined field: neutrophil_events. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_sample_expression.csv,7,median_fi,numeric,0,235,40.793237632266525,Sample-median compensated fluorescence intensity,compensated fluorescence units
source_data/coculture_fluorescence/FACS_sample_expression.csv,8,mean_fi,numeric,0,235,45.22893980985575,Source-defined field: mean_fi. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_sample_expression.csv,9,q25,numeric,47,188,-56.76481552355881,Source-defined field: q25. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_sample_expression.csv,10,q75,numeric,47,188,135.7713503894233,Source-defined field: q75. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_sample_expression.csv,11,negative_signal_percent,numeric,0,235,39.55375253549696,Relative representation within the stated denominator,percent
source_data/coculture_fluorescence/FACS_sample_expression.csv,12,source_file,text,0,235,jyye_john_coculture_fixed\samples_p1-1.fcs,Source-defined field: source_file. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_sample_expression.csv,13,source_sha256,text,0,235,6622cad09de2e17702355b585b129cd8339c193b7f865eece8180fecf13cd367,Source-defined field: source_sha256. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_sample_expression.csv,14,compensation_sha256,text,0,235,90424beaac125a11999b2efcf30ff270fa71e41dfa800c3dd81d150ea5693ac4,Source-defined field: compensation_sha256. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_sample_expression.csv,15,q25_mpo,numeric,188,47,-71.27345360282281,Source-defined field: q25_mpo. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_fluorescence/FACS_sample_expression.csv,16,q75_mpo,numeric,188,47,1707.2311852447936,Source-defined field: q75_mpo. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,1,state,text,0,24,CXCR4 neutrophil,Recorded cell-state annotation,category
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,2,n,numeric,0,24,6,Source-defined field: n. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,3,effect,numeric,0,24,-0.0944266728413447,Stored contrast estimate; direction and scale are source-specific,same as source readout
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,4,se,numeric,0,24,0.0470880763774128,Source-defined field: se. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,5,low,numeric,0,24,-0.215470426652178,Source-defined field: low. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,6,high,numeric,0,24,0.0266170809694881,Source-defined field: high. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,7,p,numeric,0,24,0.101249337028543,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,8,p_signflip,numeric,0,24,0.125,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,9,same_sign,numeric,0,24,5,Source-defined field: same_sign. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,10,contrast,text,0,24,alpha_interaction,Source-defined field: contrast. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,11,min_cells,numeric,0,24,0,Source-defined field: min_cells. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_denominator_contrasts.csv,12,q,numeric,0,24,0.134999116038058,Multiple-testing-adjusted source P value; correction family is endpoint-specific,dimensionless
source_data/coculture_support/all_neutrophil_sample_quality.csv,1,DonorID,text,0,48,Donor6,Source-defined field: DonorID. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_sample_quality.csv,2,ConditionCode,text,0,48,N,Source-defined field: ConditionCode. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_sample_quality.csv,3,all_neutrophils,numeric,0,48,1663,Source-defined field: all_neutrophils. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_sample_quality.csv,4,resolved_cells,numeric,0,48,801,Source-defined field: resolved_cells. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_sample_quality.csv,5,unresolved_fraction,numeric,0,48,0.518340348767288,Source-defined field: unresolved_fraction. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_sample_quality.csv,6,median_UMI,numeric,0,48,167,Source-defined field: median_UMI. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/all_neutrophil_sample_quality.csv,7,median_genes,numeric,0,48,115,Source-defined field: median_genes. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/canonical_cell_counts.csv,1,DonorID,text,0,48,Donor1,Source-defined field: DonorID. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/canonical_cell_counts.csv,2,ConditionCode,text,0,48,N,Source-defined field: ConditionCode. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/canonical_cell_counts.csv,3,cells,numeric,0,48,55,Source-defined field: cells. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_change_comparisons.csv,1,n_a,numeric,0,10,6,Count of the source-defined unit indicated by the column name,count
source_data/coculture_support/clinical_change_comparisons.csv,2,n_b,numeric,0,10,13,Count of the source-defined unit indicated by the column name,count
source_data/coculture_support/clinical_change_comparisons.csv,3,effect,numeric,0,10,-0.0317517871263484,Stored contrast estimate; direction and scale are source-specific,same as source readout
source_data/coculture_support/clinical_change_comparisons.csv,4,se,numeric,0,10,0.0129885863401686,Source-defined field: se. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_change_comparisons.csv,5,low,numeric,0,10,-0.062422694563251,Source-defined field: low. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_change_comparisons.csv,6,high,numeric,0,10,-0.0010808796894458,Source-defined field: high. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_change_comparisons.csv,7,p,numeric,0,10,0.0442291529712627,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/coculture_support/clinical_change_comparisons.csv,8,feature,text,0,10,activated FAP fibroblast fraction,Source-defined field: feature. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_change_comparisons.csv,9,model,text,0,10,Change difference,Source-defined field: model. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_change_comparisons.csv,10,p_exact,numeric,5,5,0.00943535308860386,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/coculture_support/clinical_change_comparisons.csv,11,q,numeric,0,10,0.221145764856314,Multiple-testing-adjusted source P value; correction family is endpoint-specific,dimensionless
source_data/coculture_support/clinical_change_comparisons.csv,12,q_exact,numeric,5,5,0.0471767654430193,Multiple-testing-adjusted source P value; correction family is endpoint-specific,dimensionless
source_data/coculture_support/clinical_leave_one_patient_out.csv,1,n_a,numeric,0,83,6,Count of the source-defined unit indicated by the column name,count
source_data/coculture_support/clinical_leave_one_patient_out.csv,2,n_b,numeric,0,83,12,Count of the source-defined unit indicated by the column name,count
source_data/coculture_support/clinical_leave_one_patient_out.csv,3,effect,numeric,0,83,-0.0319482706799739,Stored contrast estimate; direction and scale are source-specific,same as source readout
source_data/coculture_support/clinical_leave_one_patient_out.csv,4,se,numeric,0,83,0.0131795862741133,Source-defined field: se. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_leave_one_patient_out.csv,5,low,numeric,0,83,-0.0627664560158198,Source-defined field: low. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_leave_one_patient_out.csv,6,high,numeric,0,83,-0.00113008534412791,Source-defined field: high. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_leave_one_patient_out.csv,7,p,numeric,0,83,0.043931687300826,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/coculture_support/clinical_leave_one_patient_out.csv,8,feature,text,0,83,activated FAP fibroblast fraction,Source-defined field: feature. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_leave_one_patient_out.csv,9,omitted_patient,text,0,83,UC1,Source-defined field: omitted_patient. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_paired_patient_values.csv,1,Patient,text,0,83,UC1,Recorded patient identifier,identifier
source_data/coculture_support/clinical_paired_patient_values.csv,2,Remission_status,text,0,83,Non_Remission,Source-defined field: Remission_status. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_paired_patient_values.csv,3,pre,numeric,0,83,0.0204081632653061,Source-defined field: pre. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_paired_patient_values.csv,4,post,numeric,0,83,0.026431718061674,Source-defined field: post. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_paired_patient_values.csv,5,delta,numeric,0,83,0.00602355479636789,Source-defined field: delta. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_paired_patient_values.csv,6,n_sites,numeric,0,83,2,Count of the source-defined unit indicated by the column name,count
source_data/coculture_support/clinical_paired_patient_values.csv,7,feature,text,0,83,activated FAP fibroblast fraction,Source-defined field: feature. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_aggregation_audit.csv,1,Patient,text,0,83,UC1,Recorded patient identifier,identifier
source_data/coculture_support/clinical_site_aggregation_audit.csv,2,Remission_status,text,0,83,Non_Remission,Source-defined field: Remission_status. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_aggregation_audit.csv,3,feature,text,0,83,FAP inflammatory,Source-defined field: feature. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_aggregation_audit.csv,4,pre_source,numeric,0,83,0.356797766340671,Source-defined field: pre_source. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_aggregation_audit.csv,5,post_source,numeric,0,83,0.276129257687647,Source-defined field: post_source. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_aggregation_audit.csv,6,delta_source,numeric,0,83,-0.0806685086530243,Source-defined field: delta_source. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_aggregation_audit.csv,7,n_sites_source,numeric,0,83,2,Count of the source-defined unit indicated by the column name,count
source_data/coculture_support/clinical_site_aggregation_audit.csv,8,pre_recomputed,numeric,0,83,0.356797766340671,Source-defined field: pre_recomputed. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_aggregation_audit.csv,9,post_recomputed,numeric,0,83,0.276129257687647,Source-defined field: post_recomputed. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_aggregation_audit.csv,10,delta_recomputed,numeric,0,83,-0.0806685086530243,Source-defined field: delta_recomputed. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_aggregation_audit.csv,11,n_sites_recomputed,numeric,0,83,2,Count of the source-defined unit indicated by the column name,count
source_data/coculture_support/clinical_site_values.csv,1,Patient,text,0,190,UC1,Recorded patient identifier,identifier
source_data/coculture_support/clinical_site_values.csv,2,Site,text,0,190,Ascending_Colon,Source-defined field: Site. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_values.csv,3,Remission_status,text,0,190,Non_Remission,Source-defined field: Remission_status. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_values.csv,4,Post,numeric,0,190,0,Source-defined field: Post. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_values.csv,5,Pre,numeric,0,190,0,Source-defined field: Pre. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_values.csv,6,delta,numeric,0,190,0,Source-defined field: delta. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/clinical_site_values.csv,7,feature,text,0,190,activated FAP fibroblast fraction,Source-defined field: feature. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,1,DonorID,text,0,308,Donor1,Source-defined field: DonorID. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,2,program,text,0,308,NETosis,RNA gene program; definitions retained in corresponding source files,category
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,3,version,text,0,308,full_gene,Source-defined field: version. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,4,composition,numeric,0,308,0.0230500849754367,Source-defined field: composition. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,5,activity,numeric,0,308,-0.0398367668336384,Source-defined field: activity. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,6,total,numeric,0,308,-0.0167866818582017,Source-defined field: total. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,7,retained_0,numeric,0,308,1,Source-defined field: retained_0. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,8,retained_1,numeric,0,308,1,Source-defined field: retained_1. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,9,n_states,numeric,0,308,4,Count of the source-defined unit indicated by the column name,count
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,10,n0,numeric,0,308,140,Source-defined field: n0. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,11,n1,numeric,0,308,1402,Source-defined field: n1. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_by_donor.csv,12,min_state_cells,numeric,0,308,1,Source-defined field: min_state_cells. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_statistics.csv,1,program,text,0,168,NETosis,RNA gene program; definitions retained in corresponding source files,category
source_data/coculture_support/composition_activity_decomposition_statistics.csv,2,version,text,0,168,full_gene,Source-defined field: version. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_statistics.csv,3,min_state_cells,numeric,0,168,1,Source-defined field: min_state_cells. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_statistics.csv,4,component,text,0,168,total,Source-defined field: component. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_statistics.csv,5,n,numeric,0,168,5,Source-defined field: n. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_statistics.csv,6,effect,numeric,0,168,0.0236682208911132,Stored contrast estimate; direction and scale are source-specific,same as source readout
source_data/coculture_support/composition_activity_decomposition_statistics.csv,7,se,numeric,0,168,0.0219887149938687,Source-defined field: se. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_statistics.csv,8,low,numeric,0,168,-0.0373822392232029,Source-defined field: low. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_statistics.csv,9,high,numeric,0,168,0.0847186810054292,Source-defined field: high. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_statistics.csv,10,p,numeric,0,168,0.342347570926251,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/coculture_support/composition_activity_decomposition_statistics.csv,11,p_signflip,numeric,0,168,0.375,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/coculture_support/composition_activity_decomposition_statistics.csv,12,same_sign,numeric,0,168,3,Source-defined field: same_sign. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_activity_decomposition_statistics.csv,13,q,numeric,0,168,0.479286599296751,Multiple-testing-adjusted source P value; correction family is endpoint-specific,dimensionless
source_data/coculture_support/composition_both_denominators.csv,1,DonorID,text,0,192,Donor1,Source-defined field: DonorID. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_both_denominators.csv,2,ConditionCode,text,0,192,CF,Source-defined field: ConditionCode. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_both_denominators.csv,3,state,text,0,192,PADI4 neutrophil,Recorded cell-state annotation,category
source_data/coculture_support/composition_both_denominators.csv,4,N,numeric,0,192,35,Source-defined field: N. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/coculture_support/composition_both_denominators.csv,5,total_cells,numeric,0,192,1253,Recovered cell count used as indicated denominator,cells
