panel,group,visible_marker_id,source_x_pixel,source_y_pixel,source_zero_y_pixel,pixels_per_unit,unbounded_pixel_value,approximate_value,zero_boundary_adjusted,provenance
a,Control,1,361.0,338.0,640,128.4,2.35202492211838,2.35202492211838,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,Control,1,1005.0,292.5,405,1.91,58.90052356020943,58.90052356020943,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,Control,2,994.0,301.0,405,1.91,54.45026178010471,54.45026178010471,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,Control,3,1016.0,308.0,405,1.91,50.78534031413613,50.78534031413613,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,Control,4,994.0,319.0,405,1.91,45.026178010471206,45.026178010471206,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,Control,5,1016.0,326.0,405,1.91,41.361256544502616,41.361256544502616,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,Control,6,1005.0,339.5,405,1.91,34.29319371727749,34.29319371727749,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + PBS,1,1049.0,276.0,405,1.91,67.53926701570681,67.53926701570681,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + PBS,2,1049.0,293.5,405,1.91,58.376963350785346,58.376963350785346,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + PBS,3,1060.0,300.0,405,1.91,54.9738219895288,54.9738219895288,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + PBS,4,1038.0,303.0,405,1.91,53.403141361256544,53.403141361256544,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + PBS,5,1047.0,303.0,405,1.91,53.403141361256544,53.403141361256544,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + PBS,6,1051.5,310.0,405,1.91,49.73821989528796,49.73821989528796,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + PBS,7,1043.0,314.0,405,1.91,47.64397905759162,47.64397905759162,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + α5β1 inhibitor,1,1093.0,259.0,405,1.91,76.43979057591623,76.43979057591623,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + α5β1 inhibitor,2,1093.0,307.0,405,1.91,51.30890052356021,51.30890052356021,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + α5β1 inhibitor,3,1104.0,317.5,405,1.91,45.811518324607334,45.811518324607334,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + α5β1 inhibitor,4,1082.0,325.0,405,1.91,41.88481675392671,41.88481675392671,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + α5β1 inhibitor,5,1104.0,334.5,405,1.91,36.910994764397905,36.910994764397905,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
e,DSS + α5β1 inhibitor,6,1082.0,337.0,405,1.91,35.6020942408377,35.6020942408377,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,Control,1,359.0,605.5,684,0.0158,4968.354430379746,4968.354430379746,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,Control,2,348.5,616.5,684,0.0158,4272.151898734177,4272.151898734177,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,Control,3,370.0,618.0,684,0.0158,4177.215189873417,4177.215189873417,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,Control,4,359.0,626.0,684,0.0158,3670.886075949367,3670.886075949367,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,Control,5,359.0,662.0,684,0.0158,1392.4050632911392,1392.4050632911392,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,Control,6,359.0,673.0,684,0.0158,696.2025316455696,696.2025316455696,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,1,403.0,562.0,684,0.0158,7721.518987341771,7721.518987341771,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,2,406.5,603.0,684,0.0158,5126.5822784810125,5126.5822784810125,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,3,399.0,608.5,684,0.0158,4778.481012658227,4778.481012658227,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,4,406.5,610.0,684,0.0158,4683.544303797468,4683.544303797468,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,5,392.0,612.0,684,0.0158,4556.962025316455,4556.962025316455,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,6,399.5,616.0,684,0.0158,4303.79746835443,4303.79746835443,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,7,406.0,620.5,684,0.0158,4018.9873417721515,4018.9873417721515,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,8,414.0,621.0,684,0.0158,3987.3417721518986,3987.3417721518986,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,9,399.0,624.0,684,0.0158,3797.4683544303793,3797.4683544303793,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,10,403.0,633.0,684,0.0158,3227.8481012658226,3227.8481012658226,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,11,407.0,642.0,684,0.0158,2658.2278481012654,2658.2278481012654,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + PBS,12,399.5,643.0,684,0.0158,2594.936708860759,2594.936708860759,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + α5β1 inhibitor,1,447.0,645.0,684,0.0158,2468.3544303797466,2468.3544303797466,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + α5β1 inhibitor,2,447.0,660.5,684,0.0158,1487.3417721518986,1487.3417721518986,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + α5β1 inhibitor,3,458.0,670.5,684,0.0158,854.4303797468353,854.4303797468353,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + α5β1 inhibitor,4,436.0,675.5,684,0.0158,537.9746835443037,537.9746835443037,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + α5β1 inhibitor,5,458.0,687.0,684,0.0158,-189.87341772151896,-189.87341772151896,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
f,DSS + α5β1 inhibitor,6,436.0,692.0,684,0.0158,-506.3291139240506,-506.3291139240506,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,Control,1,695.5,588.0,681,0.025166666666666667,3695.364238410596,3695.364238410596,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,Control,2,684.0,594.5,681,0.025166666666666667,3437.0860927152316,3437.0860927152316,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,Control,3,673.0,618.0,681,0.025166666666666667,2503.3112582781455,2503.3112582781455,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,Control,4,695.6666666666666,622.3333333333334,681,0.025166666666666667,2331.125827814568,2331.125827814568,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,Control,5,684.0,622.5,681,0.025166666666666667,2324.5033112582782,2324.5033112582782,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,Control,6,684.0,665.5,681,0.025166666666666667,615.8940397350993,615.8940397350993,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,1,726.6666666666666,547.3333333333334,681,0.025166666666666667,5311.258278145694,5311.258278145694,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,2,734.0,551.0,681,0.025166666666666667,5165.562913907284,5165.562913907284,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,3,742.0,589.0,681,0.025166666666666667,3655.6291390728475,3655.6291390728475,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,4,734.3333333333334,590.6666666666666,681,0.025166666666666667,3589.4039735099354,3589.4039735099354,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,5,719.0,593.0,681,0.025166666666666667,3496.688741721854,3496.688741721854,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,6,727.0,597.5,681,0.025166666666666667,3317.880794701987,3317.880794701987,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,7,730.0,605.0,681,0.025166666666666667,3019.8675496688743,3019.8675496688743,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,8,719.0,619.0,681,0.025166666666666667,2463.5761589403974,2463.5761589403974,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,9,726.6666666666666,620.3333333333334,681,0.025166666666666667,2410.5960264900646,2410.5960264900646,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,10,742.0,624.0,681,0.025166666666666667,2264.9006622516554,2264.9006622516554,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,11,734.3333333333334,624.3333333333334,681,0.025166666666666667,2251.655629139071,2251.655629139071,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + PBS,12,719.0,628.0,681,0.025166666666666667,2105.9602649006624,2105.9602649006624,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + α5β1 inhibitor,1,777.0,654.0,681,0.025166666666666667,1072.8476821192053,1072.8476821192053,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + α5β1 inhibitor,2,788.3333333333334,670.3333333333334,681,0.025166666666666667,423.8410596026475,423.8410596026475,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + α5β1 inhibitor,3,765.5,670.5,681,0.025166666666666667,417.2185430463576,417.2185430463576,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + α5β1 inhibitor,4,777.0,681.0,681,0.025166666666666667,0.0,0.0,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + α5β1 inhibitor,5,777.0,711.0,681,0.025166666666666667,-1192.0529801324503,-1192.0529801324503,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
g,DSS + α5β1 inhibitor,6,777.0,722.0,681,0.025166666666666667,-1629.1390728476822,-1629.1390728476822,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,Control,1,1024.0,688.0,694,0.00326,1840.4907975460123,1840.4907975460123,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,Control,2,1033.0,689.0,694,0.00326,1533.7423312883436,1533.7423312883436,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,Control,3,1041.0,689.0,694,0.00326,1533.7423312883436,1533.7423312883436,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + PBS,1,1075.5,565.0,694,0.00326,39570.552147239265,39570.552147239265,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + PBS,2,1075.5,585.0,694,0.00326,33435.58282208589,33435.58282208589,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + PBS,3,1069.0,600.5,694,0.00326,28680.981595092027,28680.981595092027,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + PBS,4,1082.3333333333333,602.3333333333334,694,0.00326,28118.609406952954,28118.609406952954,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + PBS,5,1075.5,676.0,694,0.00326,5521.472392638037,5521.472392638037,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + PBS,6,1069.0,684.5,694,0.00326,2914.1104294478528,2914.1104294478528,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + PBS,7,1078.0,686.0,694,0.00326,2453.98773006135,2453.98773006135,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + PBS,8,1087.0,688.0,694,0.00326,1840.4907975460123,1840.4907975460123,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + α5β1 inhibitor,1,1121.0,601.5,694,0.00326,28374.233128834356,28374.233128834356,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + α5β1 inhibitor,2,1110.0,623.0,694,0.00326,21779.14110429448,21779.14110429448,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + α5β1 inhibitor,3,1132.0,626.0,694,0.00326,20858.895705521474,20858.895705521474,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + α5β1 inhibitor,4,1121.0,665.5,694,0.00326,8742.33128834356,8742.33128834356,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + α5β1 inhibitor,5,1121.0,676.0,694,0.00326,5521.472392638037,5521.472392638037,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
h,DSS + α5β1 inhibitor,6,1121.0,687.0,694,0.00326,2147.239263803681,2147.239263803681,False,visible screenshot marker center; overlaps may conceal observations; not raw measurements
